....................
KOD,SIMPLE_NAM
7228209100,"ПРУТКИ ИЗ КРЕМНЕМАРГАНЦОВИСТОЙ СТАЛИ,БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ, КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГО ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ; ГОРЯЧЕКАТАНЫЕ, ГОРЯЧЕТЯНУТЫЕ ИЛИ ЭКСТРУДИРОВАННЫЕ,ТОЛЬКО ПЛАКИРОВАНЫЕ"
72282099,"ПРУТКИ ИЗ КРЕМНЕМАРГАНЦОВИСТОЙ СТАЛИ, ПРОЧИЕ"
7228209900,"ПРУТКИ ИЗ КРЕМНЕМАРГАНЦОВИСТОЙ СТАЛИ, ПРОЧИЕ"
722830,"ПРУТКИ ПРОЧИЕ ИЗ ЛЕГИРОВАННЫХ СТАЛЕЙ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГО ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ"
72283020,"ПРУТКИ ПРОЧИЕ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГО ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ"
7228302000,"ПРУТКИ ПРОЧИЕ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГО ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ"
72283041,"ПРУТКИ ПРОЧИЕ, СОДЕРЖАЩИЕ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА ... КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ 80 ММ ИЛИ БОЛЕЕ"
7228304100,"ПРУТКИ ПРОЧИЕ, СОДЕРЖАЩИЕ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА ... КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ 80 ММ ИЛИ БОЛЕЕ"
72283049,"ПРУТКИ ПРОЧИЕ, СОДЕРЖАЩИЕ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА ... ПРОЧИЕ"
7228304900,"ПРУТКИ ПРОЧИЕ, СОДЕРЖАЩИЕ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА ... ПРОЧИЕ"
72283061,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ 80 ММ ИЛИ БОЛЕЕ"
7228306100,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ 80 ММ ИЛИ БОЛЕЕ"
72283069,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ МЕНЕЕ 80 ММ"
7228306900,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ МЕНЕЕ 80 ММ"
72283070,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ, ПРЯМОУГОЛЬНОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ, ПРОКАТАННЫЕ ПО ЧЕТЫРЕМ ГРАНЯМ"
7228307000,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ, ПРЯМОУГОЛЬНОГО ПОПЕРЕЧНОГО СЕЧЕНИЯ, ПРОКАТАННЫЕ ПО ЧЕТЫРЕМ ГРАНЯМ"
72283089,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ ПРОЧИЕ"
7228308900,"ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГОВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАНИЯ ПРОЧИЕ"
722840,"ПРОЧИЕ ПРУТКИ ИЗ ЛЕГИРОВАННЫХ СТАЛЕЙ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ, КРОМЕ КОВКИ"
72284010,"ПРУТКИ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ КОВКИ"
7228401000,"ПРУТКИ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ КОВКИ"
72284090,ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ КОВКИ
7228409000,ПРУТКИ ПРОЧИЕ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ КОВКИ
722850,"ПРОЧИЕ ПРУТКИ ИЗ ЛЕГИРОВАННЫХ СТАЛЕЙ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ, КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ"
72285020,"ПРУТКИ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ"
7228502000,"ПРУТКИ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ"
72285040,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, СОДЕРЖАЩИЕ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА, ЕСЛИ ПРИСУТСТВ. НЕ БОЛЕЕ 0.5% МОЛИБД"
7228504000,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, СОДЕРЖАЩИЕ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА, ЕСЛИ ПРИСУТСТВ. НЕ БОЛЕЕ 0.5% МОЛИБД"
72285061,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ 80 ММ ИЛИ БОЛЕЕ"
7228506100,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ 80 ММ ИЛИ БОЛЕЕ"
72285069,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ МЕНЕЕ 80 ММ"
7228506900,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, КРУГЛОГО СЕЧЕНИЯ, ДИАМЕТРОМ МЕНЕЕ 80 ММ"
72285080,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ, КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, ПРОЧИЕ"
7228508000,"ПРУТКИ, БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ, КРОМЕ ХОЛОДНОЙ ДЕФОРМАЦИИ ИЛИ ОТДЕЛКИ В ХОЛОДНОМ СОСТОЯНИИ, ПРОЧИЕ"
722860,ПРОЧИЕ ПРУТКИ ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ
72286020,"ПРУТКИ ПРОЧИЕ, ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ"
7228602000,"ПРУТКИ ПРОЧИЕ, ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ"
72286080,ПРУТКИ ПРОЧИЕ НЕ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ
7228608000,ПРУТКИ ПРОЧИЕ НЕ ИЗ ИНСТРУМЕНТАЛЬНОЙ СТАЛИ
722870,"УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ"
72287010,"УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГО ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАННЫЕ"
7228701000,"УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ БЕЗ ДАЛЬНЕЙШЕЙ ОБРАБОТКИ КРОМЕ ГОРЯЧЕЙ ПРОКАТКИ, ГОРЯЧЕГО ВОЛОЧЕНИЯ ИЛИ ЭКСТРУДИРОВАННЫЕ"
72287090,"ПРОЧИЕ УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ, ПРОЧИЕ"
7228709000,"ПРОЧИЕ УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ, ПРОЧИЕ"
722880,ПРУТКИ ПУСТОТЕЛЫЕ ДЛЯ БУРОВЫХ РАБОТ
72288000,ПРУТКИ ПУСТОТЕЛЫЕ ДЛЯ БУРОВЫХ РАБОТ
7228800000,ПРУТКИ ПУСТОТЕЛЫЕ ДЛЯ БУРОВЫХ РАБОТ
7229,ПРОВОЛОКА ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ
722920,ПРОВОЛОКА ИЗ СТАЛИ КРЕМНЕМАРГАНЦОВИСТОЙ
72292000,ПРОВОЛОКА ИЗ СТАЛИ КРЕМНЕМАРГАНЦОВИСТОЙ
7229200000,ПРОВОЛОКА ИЗ СТАЛИ КРЕМНЕМАРГАНЦОВИСТОЙ
722990,ПРОЧАЯ ПРОВОЛОКА ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ
72299020,ПРОЧАЯ ПРОВОЛОКА ИЗ БЫСТРОРЕЖУЩЕЙ СТАЛИ
7229902000,ПРОЧАЯ ПРОВОЛОКА ИЗ БЫСТРОРЕЖУЩЕЙ СТАЛИ
72299050,"ПРОВОЛОКА ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ, СОДЕРЖАЩАЯ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА, И ЕСЛИ ПРИСУТСТВУЕТ НЕ БОЛЕЕ 0.5 МАС. % МОЛИБДЕНА"
7229905000,"ПРОВОЛОКА ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ, СОДЕРЖАЩАЯ ПО МАССЕ ОТ 0,9 ДО 1,15% УГЛЕРОДА, ОТ 0,5 ДО 2% МАС. ХРОМА, И ЕСЛИ ПРИСУТСТВУЕТ НЕ БОЛЕЕ 0.5 МАС. % МОЛИБДЕНА"
72299090,ПРОЧАЯ ПРОВОЛОКА ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ: ПРОЧАЯ
7229909000,ПРОЧАЯ ПРОВОЛОКА ИЗ ПРОЧИХ ЛЕГИРОВАННЫХ СТАЛЕЙ: ПРОЧАЯ
73,ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ
7301,"КОНСТРУКЦИИ ШПУНТОВЫЕ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, СВЕРЛЕНЫЕ ИЛИ НЕСВЕРЛЕНЫЕ, ПЕРФОРИРОВАННЫЕ ИЛИ НЕПЕРФОРИРОВАННЫЕ, МОНОЛИТНЫЕ ИЛИ ИЗГОТОВЛЕННЫЕ ИЗ СБОРНЫХ ЭЛЕМЕНТОВ; УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ СВАРНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
730110,"КОНСТРУКЦИИ ШПУНТОВЫЕ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, СВЕРЛЕНЫЕ ИЛИ НЕСВЕРЛЕНЫЕ, ПЕРФОРИРОВАННЫЕ ИЛИ НЕПЕРФОРИРОВАННЫЕ, МОНОЛИТНЫЕ ИЛИ ИЗГОТОВЛЕННЫЕ  ИЗ СБОРНЫХ ЭЛЕМЕНТОВ"
73011000,"КОНСТРУКЦИИ ШПУНТОВЫЕ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, СВЕРЛЕНЫЕ ИЛИ НЕСВЕРЛЕНЫЕ, ПЕРФОРИРОВАННЫЕ ИЛИ НЕПЕРФОРИРОВАННЫЕ, МОНОЛИТНЫЕ ИЛИ ИЗГОТОВЛЕННЫЕ  ИЗ СБОРНЫХ ЭЛЕМЕНТОВ"
7301100000,"КОНСТРУКЦИИ ШПУНТОВЫЕ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, СВЕРЛЕНЫЕ ИЛИ НЕСВЕРЛЕНЫЕ, ПЕРФОРИРОВАННЫЕ ИЛИ НЕПЕРФОРИРОВАННЫЕ, МОНОЛИТНЫЕ ИЛИ ИЗГОТОВЛЕННЫЕ  ИЗ СБОРНЫХ ЭЛЕМЕНТОВ"
730120,"УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ СВАРНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
73012000,"УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ СВАРНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
7301200000,"УГОЛКИ, ФАСОННЫЕ И СПЕЦИАЛЬНЫЕ ПРОФИЛИ СВАРНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ"
7302,"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ РЕЛЬСЫ, КОНТРРЕЛЬСЫ И ЗУБЧАТЫЕ РЕЛЬСЫ, ПЕРЕВОДНЫЕ РЕЛЬСЫ, КРЕСТОВИНЫ ГЛУХОГО ПЕРЕСЕЧЕНИЯ, ПЕРЕВОДНЫЕ ШТАНГИ И ПРОЧИЕ ПОПЕРЕЧНЫЕ СОЕДИНЕНИЯ, ШПАЛЫ, СТЫКОВЫЕ НАКЛАДКИ И ПОДКЛА"
730210,"РЕЛЬСЫ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ"
73021010,"РЕЛЬСЫ ТОКОВЕДУЩИЕ С ДЕТАЛЯМИ ИЗ ЦВЕТНОГО МЕТАЛЛА,ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ"
7302101000,"РЕЛЬСЫ ТОКОВЕДУЩИЕ С ДЕТАЛЯМИ ИЗ ЦВЕТНОГО МЕТАЛЛА,ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ"
73021021,"РЕЛЬСЫ ШИРОКОПОДОШВЕННЫЕ, НОВЫЕ, МАССОЙ ПОГОННОГО МЕТРА 46 КГ ИЛИ БОЛЕЕ"
7302102100,"РЕЛЬСЫ ШИРОКОПОДОШВЕННЫЕ, НОВЫЕ, МАССОЙ ПОГОННОГО МЕТРА 46 КГ ИЛИ БОЛЕЕ"
73021023,"РЕЛЬСЫ ШИРОКОПОДОШВЕННЫЕ, НОВЫЕ,МАССОЙ ПОГОННОГО МЕТРА 27 КГ ИЛИ БОЛЕЕ, НО МЕНЕЕ 46 КГ"
7302102300,"РЕЛЬСЫ ШИРОКОПОДОШВЕННЫЕ, НОВЫЕ,МАССОЙ ПОГОННОГО МЕТРА 27 КГ ИЛИ БОЛЕЕ, НО МЕНЕЕ 46 КГ"
73021029,"РЕЛЬСЫ ШИРОКОПОДОШВЕННЫЕ, НОВЫЕ,МАССОЙ ПОГОННОГО МЕТРА МЕНЕЕ 27 КГ"
7302102900,"РЕЛЬСЫ ШИРОКОПОДОШВЕННЫЕ, НОВЫЕ,МАССОЙ ПОГОННОГО МЕТРА МЕНЕЕ 27 КГ"
73021040,"РЕЛЬСЫ С ЖЕЛОБОМ, НОВЫЕ"
7302104000,"РЕЛЬСЫ С ЖЕЛОБОМ, НОВЫЕ"
73021050,"РЕЛЬСЫ НОВЫЕ, ПРОЧИЕ"
7302105000,"РЕЛЬСЫ НОВЫЕ, ПРОЧИЕ"
73021090,"РЕЛЬСЫ С ДЕТАЛЯМИ ИЗ ЦВЕТНОГО МЕТАЛЛА ПРОЧИЕ, ИСПОЛЬЗОВАННЫЕ"
7302109000,"РЕЛЬСЫ С ДЕТАЛЯМИ ИЗ ЦВЕТНОГО МЕТАЛЛА ПРОЧИЕ, ИСПОЛЬЗОВАННЫЕ"
730230,"РЕЛЬСЫ ПЕРЕВОДНЫЕ, КРЕСТОВИНЫ ГЛУХОГО ПЕРЕСЕЧЕНИЯ, ПЕРЕВОДНЫЕ ШТАНГИ И ПРОЧИЕ ПОПЕРЕЧНЫЕ СОЕДИНЕНИЯ,ИЗ ЧЕРНЫХ МЕТАЛЛОВ,ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ"
73023000,"РЕЛЬСЫ ПЕРЕВОДНЫЕ, КРЕСТОВИНЫ ГЛУХОГО ПЕРЕСЕЧЕНИЯ, ПЕРЕВОДНЫЕ ШТАНГИ И ПРОЧИЕ ПОПЕРЕЧНЫЕ СОЕДИНЕНИЯ,ИЗ ЧЕРНЫХ МЕТАЛЛОВ,ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ"
7302300000,"РЕЛЬСЫ ПЕРЕВОДНЫЕ, КРЕСТОВИНЫ ГЛУХОГО ПЕРЕСЕЧЕНИЯ, ПЕРЕВОДНЫЕ ШТАНГИ И ПРОЧИЕ ПОПЕРЕЧНЫЕ СОЕДИНЕНИЯ,ИЗ ЧЕРНЫХ МЕТАЛЛОВ,ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ"
730240,НАКЛАДКИ СТЫКОВЫЕ И ПОДКЛАДКИ ОПОРНЫЕ
73024000,НАКЛАДКИ СТЫКОВЫЕ И ПОДКЛАДКИ ОПОРНЫЕ
7302400000,НАКЛАДКИ СТЫКОВЫЕ И ПОДКЛАДКИ ОПОРНЫЕ
730290,"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ, ПРОЧИЕ"
73029000,"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ, ПРОЧИЕ"
7302900000,"ИЗДЕЛИЯ ИЗ ЧЕРНЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ДЛЯ ЖЕЛЕЗНОДОРОЖНЫХ ИЛИ ТРАМВАЙНЫХ ПУТЕЙ, ПРОЧИЕ"
7303,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПУСТОТЕЛЫЕ, ИЗ ЧУГУННОГО ЛИТЬЯ"
730300,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПУСТОТЕЛЫЕ, ИЗ ЧУГУННОГО ЛИТЬЯ"
73030010,"ТРУБЫ И ТРУБКИ ТИПА, ИСПОЛЬЗУЕМОГО В СИСТЕМАХ, РАБОТАЮЩИХ ПОД ДАВЛЕНИЕМ"
7303001000,"ТРУБЫ И ТРУБКИ ТИПА, ИСПОЛЬЗУЕМОГО В СИСТЕМАХ, РАБОТАЮЩИХ ПОД ДАВЛЕНИЕМ"
73030090,"ПРОЧИЕ ТРУБЫ И ТРУБКИ, ПРОФИЛИ ПУСТОТЕЛЫЕ ИЗ ЧУГУННОГО ЛИТЬЯ"
7303009000,"ПРОЧИЕ ТРУБЫ И ТРУБКИ, ПРОФИЛИ ПУСТОТЕЛЫЕ ИЗ ЧУГУННОГО ЛИТЬЯ"
7304,"ТРУБЫ, ТРУБКИ И ПРОФИЛИ ПОЛЫЕ, БЕСШОВНЫЕ, ИЗ ЧЕРНЫХ МЕТАЛЛОВ (КРОМЕ ЧУГУННОГО ЛИТЬЯ)"
730411,ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ
73041100,ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ
7304110001,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РАБОТЫ В СРЕДЕ, СОДЕРЖАЩЕЙ СЕРОВОДОРОД (H2S)1)"
7304110002,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ С УДАРНОЙ ВЯЗКОСТЬЮ 2,5 КГС∙М/СМ2 И БОЛЕЕ ПРИ ТЕМПЕРАТУРЕ ИСПЫТАНИЯ -40 ГРАД.С И НИЖЕ, ДЛЯ ИЗГОТОВЛ.СОЕДИНИТЕЛЬНЫХ ДЕТАЛЕЙ ГАЗОПРОВОДОВ<1>"
7304110003,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
7304110004,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ПРОЧИЕ НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 168,3 ММ, НО НЕ БОЛЕЕ 406,4 ММ"
7304110005,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 406,4 ММ"
7304110008,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ, ПРОЧИЕ НАРУЖНЫМ ДИАМЕТРОМ БОЛЕЕ 406,4 ММ"
7304110009,ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ: ПРОЧИЕ
730419,ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ПРОЧИЕ
73041910,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ ИЗ КОРРОЗИОННОСТОЙКОЙ СТАЛИ            НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3 ММ"
7304191001,"ТРУБЫ ДЛЯ НЕФТЕ- ИЛИ ГАЗОПРОВОДОВ,НАРУЖНЫМ ДИАМЕТРОМ НЕ БОЛЕЕ 168,3ММ,ПРЕДНАЗНАЧЕННЫЕ ДЛЯ РАБОТЫ В СРЕДЕ, СОДЕРЖАЩЕЙ СЕРОВОДОРОД (H2S)"
