....................
KOD,SIMPLE_NAM
7111,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, СЕРЕБРО ИЛИ ЗОЛОТО, ПЛАКИРОВАННЫЕ ПЛАТИНОЙ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
711100,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, СЕРЕБРО ИЛИ ЗОЛОТО, ПЛАКИРОВАННЫЕ ПЛАТИНОЙ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
71110000,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, СЕРЕБРО ИЛИ ЗОЛОТО, ПЛАКИРОВАННЫЕ ПЛАТИНОЙ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
7111000000,"МЕТАЛЛЫ НЕДРАГОЦЕННЫЕ, СЕРЕБРО ИЛИ ЗОЛОТО, ПЛАКИРОВАННЫЕ ПЛАТИНОЙ, НЕОБРАБОТАННЫЕ ИЛИ ПОЛУОБРАБОТАННЫЕ"
7112,"ОТХОДЫ И ЛОМ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ; ПРОЧИЕ ОТХОДЫ И ЛОМ, СОДЕРЖАЩИЕ ДРАГОЦЕННЫЙ МЕТАЛЛ ИЛИ СОЕДИНЕНИЯ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИСПОЛЬЗУЕМЫЕ ГЛАВНЫМ ОБРАЗОМ ДЛЯ ИЗВЛЕЧЕНИЯ ДРАГОЦЕННЫХ МЕТАЛЛОВ"
711230,"ЗОЛА, СОДЕРЖАЩАЯ ДРАГОЦЕННЫЙ МЕТАЛ ИЛИ СОЕДИНЕНИЯ ДРАГОЦЕННОГО МЕТАЛЛА"
71123000,"ЗОЛА, СОДЕРЖАЩАЯ ДРАГОЦЕННЫЙ МЕТАЛ ИЛИ СОЕДИНЕНИЯ ДРАГОЦЕННОГО МЕТАЛЛА"
7112300000,"ЗОЛА, СОДЕРЖАЩАЯ ДРАГОЦЕННЫЙ МЕТАЛ ИЛИ СОЕДИНЕНИЯ ДРАГОЦЕННОГО МЕТАЛЛА"
711291,"ОТХОДЫ ЗОЛОТА, ВКЛЮЧАЯ МЕТАЛЛ, ПЛАКИРОВАННЫЙ ЗОЛОТОМ, НО ИСКЛЮЧАЯ ОТХОДЫ, СОДЕРЖАЩИЕ ДРУГИЕ ДРАГОЦЕННЫЕ МЕТАЛЛЫ"
71129100,"ОТХОДЫ ЗОЛОТА, ВКЛЮЧАЯ МЕТАЛЛ, ПЛАКИРОВАННЫЙ ЗОЛОТОМ, НО ИСКЛЮЧАЯ ОТХОДЫ, СОДЕРЖАЩИЕ ДРУГИЕ ДРАГОЦЕННЫЕ МЕТАЛЛЫ"
7112910000,"ОТХОДЫ ЗОЛОТА, ВКЛЮЧАЯ МЕТАЛЛ, ПЛАКИРОВАННЫЙ ЗОЛОТОМ, НО ИСКЛЮЧАЯ ОТХОДЫ, СОДЕРЖАЩИЕ ДРУГИЕ ДРАГОЦЕННЫЕ МЕТАЛЛЫ"
711292,"ПРОЧИЕ ОТХОДЫ ПЛАТИНЫ, ВКЛЮЧАЯ МЕТАЛЛ, ПЛАКИРОВАННЫЙ ПЛАТИНОЙ, НО ИСКЛЮЧАЯ ОТХОДЫ, СОДЕРЖАЩИЕ ДРУГИЕ ДРАГОЦЕННЫЕ МЕТАЛЛЫ"
71129200,"ПРОЧИЕ ОТХОДЫ ПЛАТИНЫ, ВКЛЮЧАЯ МЕТАЛЛ, ПЛАКИРОВАННЫЙ ПЛАТИНОЙ, НО ИСКЛЮЧАЯ ОТХОДЫ, СОДЕРЖАЩИЕ ДРУГИЕ ДРАГОЦЕННЫЕ МЕТАЛЛЫ"
7112920000,"ПРОЧИЕ ОТХОДЫ ПЛАТИНЫ, ВКЛЮЧАЯ МЕТАЛЛ, ПЛАКИРОВАННЫЙ ПЛАТИНОЙ, НО ИСКЛЮЧАЯ ОТХОДЫ, СОДЕРЖАЩИЕ ДРУГИЕ ДРАГОЦЕННЫЕ МЕТАЛЛЫ"
711299,ОТХОДЫ ПРОЧИЕ
71129900,ОТХОДЫ ПРОЧИЕ
7112990000,ОТХОДЫ ПРОЧИЕ
7113,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711311,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ СЕРЕБРА, ИМЕЮЩЕГО ИЛИ НЕ ИМЕЮЩЕГО ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННОГО ИЛИ НЕПЛАКИРОВАННОГО ДРУГИМИ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
71131100,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ СЕРЕБРА, ИМЕЮЩЕГО ИЛИ НЕ ИМЕЮЩЕГО ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННОГО ИЛИ НЕПЛАКИРОВАННОГО ДРУГИМИ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7113110000,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ СЕРЕБРА, ИМЕЮЩЕГО ИЛИ НЕ ИМЕЮЩЕГО ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННОГО ИЛИ НЕПЛАКИРОВАННОГО ДРУГИМИ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711319,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ ПРОЧИХ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННЫХ  ИЛИ НЕПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
71131900,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ ПРОЧИХ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННЫХ  ИЛИ НЕПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7113190000,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ ПРОЧИХ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННЫХ  ИЛИ НЕПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711320,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
71132000,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7113200000,"ЮВЕЛИРНЫЕ ИЗДЕЛИЯ И ИХ ЧАСТИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7114,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711411,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ СЕРЕБРА, ИМЕЮЩЕГО ИЛИ НЕ ИМЕЮЩЕГО ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННОГО ИЛИ НЕПЛАКИРОВАННОГО ДРУГИМИ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
71141100,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ СЕРЕБРА, ИМЕЮЩЕГО ИЛИ НЕ ИМЕЮЩЕГО ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННОГО ИЛИ НЕПЛАКИРОВАННОГО ДРУГИМИ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7114110000,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ СЕРЕБРА, ИМЕЮЩЕГО ИЛИ НЕ ИМЕЮЩЕГО ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННОГО ИЛИ НЕПЛАКИРОВАННОГО ДРУГИМИ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711419,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ ПРОЧИХ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННЫХ ИЛИ НЕПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
71141900,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ ПРОЧИХ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННЫХ ИЛИ НЕПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7114190000,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ ПРОЧИХ ДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОЕ ПОКРЫТИЕ, ПЛАКИРОВАННЫХ ИЛИ НЕПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711420,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
71142000,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7114200000,"ИЗДЕЛИЯ ЗОЛОТЫХ ИЛИ СЕРЕБРЯНЫХ ДЕЛ МАСТЕРОВ И ИХ ЧАСТИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
7115,"ПРОЧИЕ ИЗДЕЛИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ"
711510,КАТАЛИЗАТОРЫ В ФОРМЕ ПРОВОЛОЧНОЙ СЕТКИ ИЛИ РЕШЕТКИ ИЗ ПЛАТИНЫ
71151000,КАТАЛИЗАТОРЫ В ФОРМЕ ПРОВОЛОЧНОЙ СЕТКИ ИЛИ РЕШЕТКИ ИЗ ПЛАТИНЫ
7115100000,КАТАЛИЗАТОРЫ В ФОРМЕ ПРОВОЛОЧНОЙ СЕТКИ ИЛИ РЕШЕТКИ ИЗ ПЛАТИНЫ
711590,"ПРОЧИЕ ИЗДЕЛИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ: ПРОЧИЕ"
71159000,"ПРОЧИЕ ИЗДЕЛИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ: ПРОЧИЕ"
7115900000,"ПРОЧИЕ ИЗДЕЛИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ ИЛИ МЕТАЛЛОВ, ПЛАКИРОВАННЫХ ДРАГОЦЕННЫМИ МЕТАЛЛАМИ: ПРОЧИЕ"
7116,"ИЗДЕЛИЯ ИЗ ПРИРОДНОГО ИЛИ КУЛЬТИВИРОВАННОГО ЖЕМЧУГА, ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ (ПРИРОДНЫХ, ИСКУССТВЕННЫХ ИЛИ РЕКОНСТРУИРОВАННЫХ)"
711610,ИЗДЕЛИЯ ИЗ ПРИРОДНОГО ИЛИ КУЛЬТИВИРОВАННОГО ЖЕМЧУГА
71161000,ИЗДЕЛИЯ ИЗ ПРИРОДНОГО ИЛИ КУЛЬТИВИРОВАННОГО ЖЕМЧУГА
7116100000,ИЗДЕЛИЯ ИЗ ПРИРОДНОГО ИЛИ КУЛЬТИВИРОВАННОГО ЖЕМЧУГА
711620,"ИЗДЕЛИЯ ИЗ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ ПРИРОДНЫХ, ИСКУССТВЕННЫХ И РЕКОНСТРУИРОВАННЫХ"
71162011,"ОЖЕРЕЛЬЯ, БРАСЛЕТЫ И ПРОЧИЕ ИЗДЕЛИЯ, ИЗГОТОВЛЕННЫЕ ПОЛНОСТЬЮ ИЗ ПРИРОДНЫХ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ, ПРОСТО НАНИЗАННЫХ БЕЗ ЗАСТЕЖЕК ИЛИ ПРОЧИХ ПРИНАДЛЕЖНОСТЕЙ"
7116201100,"ОЖЕРЕЛЬЯ, БРАСЛЕТЫ И ПРОЧИЕ ИЗДЕЛИЯ, ИЗГОТОВЛЕННЫЕ ПОЛНОСТЬЮ ИЗ ПРИРОДНЫХ ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ, ПРОСТО НАНИЗАННЫХ БЕЗ ЗАСТЕЖЕК ИЛИ ПРОЧИХ ПРИНАДЛЕЖНОСТЕЙ"
71162080,"ИЗДЕЛИЯ ИЗ З ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ (ПРИРОДНЫХ, ИСКУССТВЕННЫХ ИЛИ РЕКОНСТРУИРОВАННЫХ): ПРОЧИЕ"
7116208000,"ИЗДЕЛИЯ ИЗ З ДРАГОЦЕННЫХ ИЛИ ПОЛУДРАГОЦЕННЫХ КАМНЕЙ (ПРИРОДНЫХ, ИСКУССТВЕННЫХ ИЛИ РЕКОНСТРУИРОВАННЫХ): ПРОЧИЕ"
7117,БИЖУТЕРИЯ
711711,"ЗАПОНКИ И ЗАКОЛКИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ЭЛЕКТРОЛИТИЧЕСКОЕ ПОКРЫТИЕ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ"
71171100,"ЗАПОНКИ И ЗАКОЛКИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ЭЛЕКТРОЛИТИЧЕСКОЕ ПОКРЫТИЕ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ"
7117110000,"ЗАПОНКИ И ЗАКОЛКИ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ЭЛЕКТРОЛИТИЧЕСКОЕ ПОКРЫТИЕ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ"
711719,"БИЖУТЕРИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОГО ПОКРЫТИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ: ПРОЧИЕ"
71171900,"БИЖУТЕРИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОГО ПОКРЫТИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ: ПРОЧИЕ"
7117190000,"БИЖУТЕРИЯ ИЗ НЕДРАГОЦЕННЫХ МЕТАЛЛОВ, ИМЕЮЩИХ ИЛИ НЕ ИМЕЮЩИХ ГАЛЬВАНИЧЕСКОГО ПОКРЫТИЯ ИЗ ДРАГОЦЕННЫХ МЕТАЛЛОВ: ПРОЧИЕ"
711790,БИЖУТЕРИЯ ПРОЧАЯ
71179000,БИЖУТЕРИЯ ПРОЧАЯ
7117900000,БИЖУТЕРИЯ ПРОЧАЯ
7118,МОНЕТЫ
711810,"МОНЕТЫ (КРОМЕ ЗОЛОТЫХ), НЕ ЯВЛЯЮЩИЕСЯ ЗАКОННЫМ ПЛАТЕЖНЫМ СРЕДСТВОМ"
71181000,"МОНЕТЫ (КРОМЕ ЗОЛОТЫХ), НЕ ЯВЛЯЮЩИЕСЯ ЗАКОННЫМ ПЛАТЕЖНЫМ СРЕДСТВОМ"
7118100000,"МОНЕТЫ (КРОМЕ ЗОЛОТЫХ), НЕ ЯВЛЯЮЩИЕСЯ ЗАКОННЫМ ПЛАТЕЖНЫМ СРЕДСТВОМ"
711890,ПРОЧИЕ МОНЕТЫ
71189000,ПРОЧИЕ МОНЕТЫ
7118900000,ПРОЧИЕ МОНЕТЫ
72,ЧЕРНЫЕ МЕТАЛЛЫ
7201,"ЧУГУН ПЕРЕДЕЛЬНЫЙ И ЗЕРКАЛЬНЫЙ В ЧУШКАХ, БОЛВАНКАХ ИЛИ ПРОЧИХ ПЕРВИЧНЫХ ФОРМАХ"
720110,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ 0,5 МАС.% ИЛИ МЕНЕЕ ФОСФОРА"
72011011,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕЖАЩИЙ  1 МАС. % ИЛИ МЕНЕЕ КРЕМНИЯ"
7201101100,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕЖАЩИЙ  1 МАС. % ИЛИ МЕНЕЕ КРЕМНИЯ"
72011019,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ БОЛЕЕ 1 МАС. % КРЕМНИЯ"
7201101900,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ БОЛЕЕ 1 МАС. % КРЕМНИЯ"
72011030,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ ПО МАССЕ НЕ БОЛЕЕ 0,5% ФОСФОРА, НО МЕНЕЕ 0,4%"
7201103000,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ ПО МАССЕ НЕ БОЛЕЕ 0,5% ФОСФОРА, НО МЕНЕЕ 0,4%"
72011090,"ЧУГУН ПЕРЕДЕЛЬНИЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ  БОЛЕЕ 0,5 МАС.% ФОСФОРА"
7201109000,"ЧУГУН ПЕРЕДЕЛЬНИЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ  БОЛЕЕ 0,5 МАС.% ФОСФОРА"
720120,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 0,5% ФОСФОРА В ЧУШКАХ, БОЛВАНКАХ И ПРОЧИХ ПЕРВИЧНЫХ ФОРМАХ"
72012000,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 0,5% ФОСФОРА В ЧУШКАХ, БОЛВАНКАХ И ПРОЧИХ ПЕРВИЧНЫХ ФОРМАХ"
7201200000,"ЧУГУН ПЕРЕДЕЛЬНЫЙ НЕЛЕГИРОВАННЫЙ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 0,5% ФОСФОРА В ЧУШКАХ, БОЛВАНКАХ И ПРОЧИХ ПЕРВИЧНЫХ ФОРМАХ"
720150,ЧУГУН ПЕРЕДЕЛЬНЫЙ ЛЕГИРОВАННЫЙ; ЧУГУН ЗЕРКАЛЬНЫЙ
72015010,"ЧУГУН ПЕРЕДЕЛЬНЫЙ ЛЕГИРОВАННЫЙ, СОДЕЖАЩИЙ НЕ МЕНЕЕ 0,3 %, НО НЕ БОЛЕЕ 1% ТИТАНА И НЕ МЕНЕЕ 0,5%  ПО МАССЕ, НО НЕ БОЛЕЕ 1% ВАНАДИЯ"
7201501000,"ЧУГУН ПЕРЕДЕЛЬНЫЙ ЛЕГИРОВАННЫЙ, СОДЕЖАЩИЙ НЕ МЕНЕЕ 0,3 %, НО НЕ БОЛЕЕ 1% ТИТАНА И НЕ МЕНЕЕ 0,5%  ПО МАССЕ, НО НЕ БОЛЕЕ 1% ВАНАДИЯ"
72015090,ЧУГУН ПЕРЕДЕЛЬНЫЙ ЛЕГИРОВАННЫЙ; ЧУГУН ЗЕРКАЛЬНЫЙ ПРОЧИЙ
7201509000,ЧУГУН ПЕРЕДЕЛЬНЫЙ ЛЕГИРОВАННЫЙ; ЧУГУН ЗЕРКАЛЬНЫЙ ПРОЧИЙ
7202,ФЕРРОСПЛАВЫ
720211,"ФЕРРОМАРГАНЕЦ, СОДЕРЖАЩИЙ БОЛЕЕ 2 МАС.% УГЛЕРОДА"
72021120,"ФЕРРОМАРГАНЕЦ, СОДЕРЖАЩИЙ БОЛЕЕ 2% МАС. УГЛЕРОДА, В ГРАНУЛАХ РАЗМЕРОМ НЕ БОЛЕЕ 5 ММ, И С СОДЕРЖАНИЕМ МАРГАНЦА БОЛЕЕ 65% МАС."
7202112000,"ФЕРРОМАРГАНЕЦ, СОДЕРЖАЩИЙ БОЛЕЕ 2% МАС. УГЛЕРОДА, В ГРАНУЛАХ РАЗМЕРОМ НЕ БОЛЕЕ 5 ММ, И С СОДЕРЖАНИЕМ МАРГАНЦА БОЛЕЕ 65% МАС."
72021180,"ФЕРРОМАРГАНЕЦ, СОДЕРЖАЩИЙ БОЛЕЕ 2% МАС. УГЛЕРОДА, ПРОЧИЙ"
7202118000,"ФЕРРОМАРГАНЕЦ, СОДЕРЖАЩИЙ БОЛЕЕ 2% МАС. УГЛЕРОДА, ПРОЧИЙ"
720219,ФЕРРОМАРГАНЕЦ ПРОЧИЙ
72021900,ФЕРРОМАРГАНЕЦ ПРОЧИЙ
7202190000,ФЕРРОМАРГАНЕЦ ПРОЧИЙ
720221,"ФЕРРОСИЛИЦИЙ, СОДЕРЖАЩИЙ БОЛЕЕ 55 МАС.% КРЕМНИЯ"
72022100,"ФЕРРОСИЛИЦИЙ, СОДЕРЖАЩИЙ БОЛЕЕ 55 МАС.% КРЕМНИЯ"
7202210000,"ФЕРРОСИЛИЦИЙ, СОДЕРЖАЩИЙ БОЛЕЕ 55 МАС.% КРЕМНИЯ"
720229,ПРОЧИЙ ФЕРРОСИЛИЦИЙ
72022910,"ПРОЧИЙ ФЕРРОСИЛИЦИЙ СОДЕРЖАЩИЙ 4 МАС.% ИЛИ БОЛЕЕ, НО НЕ БОЛЕЕ 10 МАС.% МАГНИЯ"
7202291000,"ПРОЧИЙ ФЕРРОСИЛИЦИЙ СОДЕРЖАЩИЙ 4 МАС.% ИЛИ БОЛЕЕ, НО НЕ БОЛЕЕ 10 МАС.% МАГНИЯ"
72022990,ФЕРРОСИЛИЦИЙ ПРОЧИЙ
7202299000,ФЕРРОСИЛИЦИЙ ПРОЧИЙ
720230,ФЕРРОСИЛИКОМАРГАНЕЦ
72023000,ФЕРРОСИЛИКОМАРГАНЕЦ
7202300000,ФЕРРОСИЛИКОМАРГАНЕЦ
720241,"ФЕРРОХРОМ, СОДЕРЖАЩИЙ БОЛЕЕ 4 МАС.% УГЛЕРОДА"
72024110,"ФЕРРОХРОМ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 4% И НЕ БОЛЕЕ 6% УГЛЕРОДА"
7202411000,"ФЕРРОХРОМ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 4% И НЕ БОЛЕЕ 6% УГЛЕРОДА"
72024190,ФЕРРОХРОМ СОДЕРЖАЩИЙ БОЛЕЕ 6 МАС.% УГЛЕРОДА
7202419000,ФЕРРОХРОМ СОДЕРЖАЩИЙ БОЛЕЕ 6 МАС.% УГЛЕРОДА
720249,ПРОЧИЙ ФЕРРОХРОМ
72024910,"ФЕРРОХРОМ ПРОЧИЙ, СОДЕРЖАЩИЙ ПО МАССЕ НЕ БОЛЕЕ 0,05% УГЛЕРОДА"
7202491000,"ФЕРРОХРОМ ПРОЧИЙ, СОДЕРЖАЩИЙ ПО МАССЕ НЕ БОЛЕЕ 0,05% УГЛЕРОДА"
72024950,"ФЕРРОХРОМ ПРОЧИЙ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 0,05%, НО НЕ БОЛЕЕ 0,5% УГЛЕРОДА"
7202495000,"ФЕРРОХРОМ ПРОЧИЙ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 0,05%, НО НЕ БОЛЕЕ 0,5% УГЛЕРОДА"
72024990,"ФЕРРОХРОМ ПРОЧИЙ, СОДЕРЖАЩИЙ ПО МАССЕ БОЛЕЕ 0,5%, НО НЕ БОЛЕЕ 4% УГЛЕРОДА"
